    1/resolution    CC
    0.115268752     0.491808115
    0.115659589     0.489271033
    0.116068160     0.488277651
    0.116479689     0.488061132
    0.117057965     0.485872161
    0.117445189     0.483450351
    0.117853317     0.480362817
    0.118299412     0.479750171
    0.118755456     0.477297845
    0.119192437     0.476946103
    0.119579432     0.474423440
    0.119887873     0.469715379
    0.120374732     0.466702089
    0.120832076     0.465984337
    0.121324394     0.462657863
    0.121669327     0.460110172
    0.122001382     0.458038573
    0.122365557     0.456934738
    0.122744507     0.455290607
    0.123187392     0.453696218
    0.123559636     0.449624089
    0.123917999     0.449224860
    0.124287864     0.449165693
    0.124595584     0.447588856
    0.124999698     0.446156237
    0.125372620     0.442763176
    0.125745382     0.441546446
    0.126174356     0.441852246
    0.126572711     0.440677323
    0.126881751     0.440806549
    0.127269364     0.438867916
    0.127604373     0.438035924
    0.127958205     0.438335655
    0.128317002     0.436825249
    0.128707329     0.434586657
    0.129035679     0.433602213
    0.129466855     0.431723024
    0.129803041     0.430506313
    0.130085216     0.428660565
    0.130510356     0.428720367
    0.130924580     0.423314614
    0.131259442     0.422988797
    0.131579457     0.420007235
    0.131827214     0.418057547
    0.132156259     0.416954982
    0.132459098     0.416992338
    0.132794066     0.415124116
    0.133049683     0.414276132
    0.133397547     0.411581133
    0.133779524     0.411345854
    0.134124178     0.408309343
    0.134480167     0.406098387
    0.134783516     0.405374745
    0.135093345     0.403370581
    0.135323147     0.400169682
    0.135665135     0.398886169
    0.136077301     0.398017988
    0.136468158     0.395397706
    0.136755018     0.393170762
    0.137039526     0.392814504
    0.137419773     0.392048111
    0.137683283     0.389655851
    0.137935404     0.388953722
    0.138268090     0.388404671
    0.138570501     0.387727462
    0.138891388     0.386228395
    0.139180256     0.386347354
    0.139444663     0.383126488
    0.139748804     0.379088150
    0.140095059     0.379348918
    0.140383668     0.379175659
    0.140655661     0.379198115
    0.140935417     0.378019295
    0.141279683     0.379316947
    0.141577239     0.379986662
    0.141868584     0.379413775
    0.142173483     0.378550569
    0.142498844     0.378033146
    0.142729577     0.376903983
    0.143026788     0.377408578
    0.143320679     0.375916291
    0.143617612     0.376842292
    0.143906586     0.375242619
    0.144136403     0.377316654
    0.144366646     0.377158672
    0.144659972     0.376105998
    0.144963075     0.377113358
    0.145188002     0.377646988
    0.145418686     0.376022743
    0.145737825     0.376137223
    0.146079761     0.375439770
    0.146442779     0.374592587
    0.146674432     0.372335945
    0.146920218     0.372675109
    0.147202532     0.371939718
    0.147455570     0.373243369
    0.147694479     0.372379583
    0.147984026     0.372355759
    0.148308429     0.371014690
    0.148637962     0.370658368
    0.148913686     0.367335791
    0.149128371     0.365558157
    0.149361390     0.366562980
    0.149601076     0.367148929
    0.149873320     0.366254329
    0.150122316     0.365998696
    0.150372666     0.366323072
    0.150630970     0.365303025
    0.150901936     0.364221838
    0.151178252     0.364008546
    0.151402918     0.360901982
    0.151668147     0.360046124
    0.151922192     0.360304047
    0.152115220     0.361240052
    0.152351566     0.359310933
    0.152685696     0.357111371
    0.152935529     0.357154730
    0.153181788     0.357122755
    0.153437158     0.357287178
    0.153689566     0.358482651
    0.153925573     0.362488374
    0.154219387     0.362817120
    0.154444541     0.361422233
    0.154644243     0.359295074
    0.154817943     0.359438663
    0.155058995     0.359482632
    0.155324552     0.361636691
    0.155613350     0.362644003
    0.155836695     0.360205801
    0.156057878     0.360442662
    0.156387226     0.360295133
    0.156619856     0.359512809
    0.156869699     0.358263475
    0.157156312     0.357200830
    0.157369505     0.356651307
    0.157591402     0.356612634
    0.157810685     0.355364150
    0.158039770     0.353384440
    0.158321255     0.351850150
    0.158565115     0.350943685
    0.158780135     0.349331382
    0.158983182     0.352713320
    0.159241533     0.351791725
    0.159493974     0.352547933
    0.159734604     0.352434002
    0.159942158     0.352413575
    0.160149517     0.352203097
    0.160361420     0.351991487
    0.160577843     0.349348028
    0.160784564     0.351732306
    0.160993157     0.349330741
    0.161186541     0.351006384
    0.161403603     0.351842626
    0.161668282     0.349882820
    0.161931465     0.348997790
    0.162163720     0.350102322
    0.162397450     0.348704685
    0.162577336     0.348115416
    0.162788737     0.347790786
    0.162974300     0.347258776
    0.163171969     0.346445647
    0.163361726     0.345201879
    0.163641891     0.347856197
    0.163881253     0.346068543
    0.164104368     0.346934022
    0.164387721     0.345507242
    0.164599346     0.345706109
    0.164850813     0.345176318
    0.165041574     0.346579064
    0.165229764     0.347005883
    0.165477864     0.346705626
    0.165680502     0.348664376
    0.165928516     0.346810706
    0.166212275     0.347819250
    0.166402337     0.347568494
    0.166565097     0.348260094
    0.166743482     0.346580236
    0.166918870     0.344075643
    0.167125440     0.345445770
    0.167352118     0.345368042
    0.167524105     0.345635221
    0.167722576     0.345505825
    0.167900009     0.344854904
    0.168124617     0.345673538
    0.168420218     0.344917496
    0.168617525     0.343427664
    0.168770683     0.345878149
    0.168979345     0.344168631
    0.169219929     0.342018541
    0.169425014     0.342380849
    0.169622354     0.341460760
    0.169812555     0.339771161
    0.170017994     0.339252121
    0.170226995     0.339301410
    0.170472623     0.337007832
    0.170699852     0.335695320
    0.170925843     0.334764783
    0.171111482     0.334550701
    0.171300155     0.333142328
    0.171470672     0.332261780
    0.171626500     0.331944511
    0.171816431     0.331493859
    0.172042274     0.332891955
    0.172227045     0.331546814
    0.172381749     0.329436021
    0.172576876     0.327840462
    0.172775327     0.327741882
    0.172954528     0.326424404
    0.173148113     0.326488816
    0.173376880     0.323721035
    0.173545363     0.321975306
    0.173718204     0.321334911
    0.173932098     0.321570111
    0.174211744     0.322512064
    0.174444568     0.320808555
    0.174616401     0.321670502
    0.174824143     0.324165404
    0.174986267     0.324979518
    0.175189149     0.327006165
    0.175379868     0.327198083
    0.175534431     0.326127833
    0.175724512     0.321363162
    0.175923455     0.322271642
    0.176109028     0.322989144
    0.176271267     0.323299271
    0.176514802     0.322939491
    0.176719109     0.322235400
    0.176914189     0.320206142
    0.177073843     0.318819185
    0.177263572     0.318455951
    0.177451106     0.317419541
    0.177640386     0.314816531
    0.177825644     0.314556829
    0.178022348     0.314863596
    0.178181573     0.313766329
    0.178352773     0.313495826
    0.178537546     0.313929882
    0.178712320     0.316077784
    0.178874637     0.317419460
    0.179082023     0.318110367
    0.179297645     0.319699407
    0.179454279     0.317865988
    0.179628503     0.316265328
    0.179796640     0.316080751
    0.179977531     0.315480024
    0.180200795     0.315525496
    0.180352122     0.315588931
    0.180529754     0.312460628
    0.180711858     0.312278403
    0.180870619     0.312344000
    0.181071350     0.311527625
    0.181263169     0.312492467
    0.181437002     0.313650342
    0.181604565     0.311208045
    0.181808803     0.312306665
    0.181984097     0.313797983
    0.182140853     0.313511091
    0.182345616     0.314882213
    0.182517439     0.315863342
    0.182652289     0.316234778
    0.182811908     0.316656282
    0.182984214     0.317529123
    0.183174185     0.317841964
    0.183328007     0.315857364
    0.183506309     0.318734462
    0.183700771     0.319214542
    0.183894416     0.321947769
    0.184031042     0.321867967
    0.184200728     0.320310707
    0.184398734     0.319783657
    0.184588802     0.320205724
    0.184780365     0.321556768
    0.184961489     0.321040360
    0.185132958     0.322586589
    0.185293029     0.322108471
    0.185441392     0.322306661
    0.185626088     0.321122787
    0.185797861     0.320901592
    0.186004761     0.322546365
    0.186154527     0.322003329
    0.186316344     0.321450243
    0.186507373     0.322503701
    0.186660876     0.323323761
    0.186874002     0.322339513
    0.187024453     0.319586611
    0.187198978     0.320204892
    0.187371304     0.319358022
    0.187522881     0.316666995
    0.187692674     0.315176325
    0.187835780     0.312739903
    0.188041111     0.310172560
    0.188206869     0.308637447
    0.188366955     0.309003602
    0.188504503     0.307756651
    0.188657527     0.306910508
    0.188794156     0.306616464
    0.188942973     0.304983703
    0.189081955     0.303956057
    0.189231280     0.303663095
    0.189431524     0.304847427
    0.189606234     0.304513878
    0.189790519     0.303622880
    0.189928737     0.303659473
    0.190086955     0.302111124
    0.190248721     0.302088724
    0.190398119     0.301940536
    0.190553175     0.302476963
    0.190677516     0.300783989
    0.190837764     0.299943513
    0.190987212     0.299979108
    0.191176977     0.301760200
    0.191396811     0.302232852
    0.191561013     0.304005918
    0.191721008     0.301963017
    0.191869065     0.300418186
    0.192032868     0.302259392
    0.192181704     0.300565121
    0.192364976     0.300062878
    0.192505603     0.301152233
    0.192651603     0.300798155
    0.192833923     0.300487975
    0.193020174     0.302522136
    0.193169835     0.304827520
    0.193350421     0.303484336
    0.193506309     0.302559250
    0.193646190     0.304392727
    0.193780153     0.304653121
    0.193941097     0.302749612
    0.194143842     0.304075775
    0.194300959     0.302526504
    0.194454289     0.302705291
    0.194625045     0.302525496
    0.194804184     0.304040493
    0.194931803     0.301895845
    0.195043919     0.300009092
    0.195203487     0.301041500
    0.195367776     0.301832473
    0.195518120     0.300421294
    0.195663574     0.298333314
    0.195797313     0.298636140
    0.195933693     0.299458953
    0.196096279     0.299168136
    0.196203213     0.300647923
    0.196324458     0.299742536
    0.196470304     0.298420965
    0.196661539     0.299978926
    0.196846105     0.300032542
    0.196997559     0.299424416
    0.197135109     0.301808106
    0.197324402     0.301363601
    0.197497575     0.304701337
    0.197679801     0.302600833
    0.197818475     0.301408519
    0.197946115     0.301472828
    0.198094646     0.302795739
    0.198220435     0.303195549
    0.198334237     0.302065370
    0.198464277     0.303570671
    0.198655793     0.301248425
    0.198820905     0.302276447
    0.198977877     0.302334395
    0.199097165     0.302025149
    0.199245758     0.299516004
    0.199410716     0.300906498
    0.199518000     0.301626733
    0.199660590     0.301049739
    0.199820266     0.299950543
    0.199959072     0.296783790
    0.200169333     0.296147521
    0.200301941     0.297478442
    0.200435900     0.296808138
    0.200590828     0.299031003
    0.200736533     0.297714218
    0.200861689     0.297353894
    0.200994122     0.297359012
    0.201132851     0.296173260
    0.201281026     0.294155940
    0.201399903     0.292838069
    0.201546069     0.292277023
    0.201703487     0.292340708
    0.201875792     0.291839214
    0.202021374     0.291984699
    0.202163721     0.289294601
    0.202297970     0.287129379
    0.202450194     0.287717457
    0.202579884     0.288153649
    0.202736003     0.282854765
    0.202874151     0.283002883
    0.203031380     0.280187029
    0.203160977     0.278403863
    0.203295397     0.277977337
    0.203466365     0.277498937
    0.203606781     0.277254743
    0.203751371     0.274227364
    0.203906268     0.272358125
    0.204049340     0.270763488
    0.204155714     0.270213208
    0.204330541     0.268036745
    0.204478418     0.267586710
    0.204617042     0.268372070
    0.204777110     0.266189223
    0.204913526     0.265590020
    0.205054134     0.266213541
    0.205183742     0.266932663
    0.205289656     0.265406442
    0.205446247     0.265910303
    0.205599243     0.267066130
    0.205759560     0.266365935
    0.205887604     0.266439627
    0.205996255     0.267460699
    0.206122826     0.266890804
    0.206266798     0.267357833
    0.206390032     0.269285209
    0.206519623     0.267432178
    0.206640763     0.268213392
    0.206761195     0.271334156
    0.206890321     0.272089979
    0.207033812     0.273921732
    0.207201831     0.274896982
    0.207338671     0.273618149
    0.207460116     0.273681067
    0.207620029     0.273736334
    0.207740659     0.271037791
    0.207890956     0.267750172
    0.208049064     0.269008322
    0.208188896     0.269843894
    0.208291804     0.267967997
    0.208444992     0.265242572
    0.208568832     0.266763048
    0.208691421     0.264700511
    0.208811701     0.264686335
    0.208951128     0.263957817
    0.209114795     0.263195313
    0.209240903     0.261065222
    0.209394433     0.261837002
    0.209539865     0.262123461
    0.209673565     0.259960665
    0.209806495     0.259483175
    0.209925185     0.260409004
    0.210072849     0.260737666
    0.210207408     0.260132788
    0.210357340     0.259496906
    0.210463418     0.259342923
    0.210586532     0.259503632
    0.210703573     0.260014438
    0.210842880     0.261068123
    0.210968538     0.260686631
    0.211089215     0.261038412
    0.211233351     0.261647423
    0.211364043     0.261162532
    0.211483506     0.261652406
    0.211610384     0.257529561
    0.211727893     0.258225793
    0.211824103     0.258687878
    0.211951347     0.257152616
    0.212064355     0.258842049
    0.212199072     0.258081993
    0.212341710     0.257348509
    0.212510325     0.255568557
    0.212666480     0.255903918
    0.212811450     0.253543898
    0.212933192     0.254061014
    0.213044319     0.254908990
    0.213164397     0.255626946
    0.213340537     0.253565147
    0.213493041     0.253476185
    0.213638338     0.251932124
    0.213781020     0.251276644
    0.213926818     0.251426305
    0.214067267     0.248868037
    0.214174896     0.248051040
    0.214292222     0.249712381
    0.214405818     0.247243815
    0.214514819     0.247850456
    0.214627722     0.245139154
    0.214757387     0.241024267
    0.214892133     0.238911783
    0.215014708     0.237424719
    0.215121741     0.236970619
    0.215238808     0.236280581
    0.215382122     0.233821547
    0.215522993     0.231178506
    0.215663316     0.229989606
    0.215767884     0.228121560
    0.215888458     0.226547175
    0.215993458     0.223728833
    0.216125050     0.222950823
    0.216255938     0.222602994
    0.216395546     0.219421312
    0.216502012     0.219548389
    0.216617969     0.218663031
    0.216760757     0.217951182
    0.216897664     0.217664152
    0.216996621     0.216971887
    0.217123331     0.216498960
    0.217266905     0.215646060
    0.217406249     0.213656814
    0.217504399     0.213439513
    0.217627327     0.215272404
    0.217756729     0.214973565
    0.217882315     0.214768254
    0.218012735     0.214120823
    0.218112839     0.213060308
    0.218226567     0.210817168
    0.218361602     0.209574116
    0.218473389     0.212845839
    0.218595239     0.211952153
    0.218725994     0.209815391
    0.218831978     0.209674407
    0.218927772     0.208754774
    0.219045465     0.209866858
    0.219160060     0.210065501
    0.219263344     0.207786307
    0.219399597     0.205662091
    0.219533513     0.207969075
    0.219663970     0.207424509
    0.219798097     0.205823232
    0.219914922     0.204573095
    0.220043694     0.203155288
    0.220188909     0.199333083
    0.220335869     0.198771664
    0.220464918     0.195512114
    0.220568664     0.193578107
    0.220692493     0.193012800
    0.220793121     0.193287860
    0.220897967     0.191506743
    0.221011167     0.191147724
    0.221139297     0.190710876
    0.221243929     0.191926170
    0.221378364     0.190003487
    0.221489216     0.189132723
    0.221623028     0.187910259
    0.221781948     0.186928177
    0.221936022     0.186703301
    0.222060043     0.185832910
    0.222170958     0.187839700
    0.222286107     0.187346134
    0.222387557     0.190746693
    0.222525543     0.190651088
    0.222680278     0.192122650
    0.222814281     0.193098112
    0.222932703     0.193732554
    0.223026947     0.192699392
    0.223119886     0.191696009
    0.223218888     0.190835358
    0.223342167     0.189962227
    0.223463322     0.187530062
    0.223579174     0.185670531
    0.223687328     0.184664628
    0.223816655     0.183962134
    0.223903777     0.183689923
    0.223986412     0.182201678
    0.224099569     0.184034285
    0.224224550     0.184646180
    0.224338561     0.185602817
    0.224458782     0.184082665
    0.224562891     0.179670845
    0.224669575     0.177254628
    0.224797105     0.178053769
    0.224913901     0.176338482
    0.225049535     0.175794430
    0.225186963     0.176151787
    0.225293707     0.175583749
    0.225396904     0.173580458
    0.225513899     0.174385418
    0.225646437     0.173438110
    0.225750479     0.170687783
    0.225878651     0.170739912
    0.225986880     0.171122431
    0.226092457     0.170431736
    0.226202697     0.172105396
    0.226303915     0.171347452
    0.226418968     0.170960331
    0.226516431     0.172538992
    0.226651636     0.172564146
    0.226768071     0.172464667
    0.226883603     0.175077636
    0.227012350     0.177677189
    0.227137514     0.178508636
    0.227255952     0.178170868
    0.227366613     0.179336724
    0.227487654     0.179834210
    0.227604046     0.181638395
    0.227713556     0.182148803
    0.227815309     0.183099043
    0.227919031     0.183396956
    0.228019199     0.183948561
    0.228141715     0.183592843
    0.228244972     0.183085814
    0.228352095     0.185738542
    0.228472694     0.187006860
    0.228576931     0.185179161
    0.228678949     0.186258809
    0.228790302     0.186377124
    0.228897829     0.185187015
    0.229018639     0.184850495
    0.229132720     0.185755495
    0.229243161     0.188433708
    0.229350886     0.188041567
    0.229463528     0.186816919
    0.229576448     0.185599676
    0.229691085     0.185270871
    0.229834605     0.187951968
    0.229939552     0.186954520
    0.230058655     0.186745322
    0.230172403     0.186058466
    0.230274541     0.183446788
    0.230375379     0.183934224
    0.230506100     0.188098669
    0.230605635     0.188759553
    0.230687823     0.188974339
    0.230805739     0.185463833
    0.230905758     0.185563801
    0.231024052     0.187249719
    0.231150165     0.187441658
    0.231269000     0.185702056
    0.231371997     0.186180248
    0.231500361     0.184962878
    0.231609230     0.183740524
    0.231705461     0.184639106
    0.231827624     0.185918473
    0.231939907     0.185834450
    0.232052030     0.187960761
    0.232164045     0.189751364
    0.232273362     0.189383592
    0.232384557     0.190631448
    0.232492493     0.190965202
    0.232606209     0.190537236
    0.232741143     0.190367065
    0.232857544     0.189503685
    0.232962400     0.188810078
    0.233058371     0.190784039
    0.233156828     0.190501783
    0.233251643     0.190489211
    0.233353313     0.190956178
    0.233433398     0.193962420
    0.233524003     0.193653578
    0.233626040     0.196195034
    0.233751969     0.195868310
    0.233858039     0.197246286
    0.233974238     0.195545107
    0.234086072     0.195322689
    0.234189539     0.193579002
    0.234303287     0.194566657
    0.234413691     0.196023969
    0.234515010     0.194655926
    0.234604661     0.194358392
    0.234732940     0.194282193
    0.234854587     0.194996117
    0.234942547     0.195711029
    0.235034313     0.195926836
    0.235127404     0.196025502
    0.235222116     0.194586833
    0.235325674     0.194095063
    0.235464155     0.192744791
    0.235566261     0.191846910
    0.235670794     0.193433884
    0.235776891     0.194399674
    0.235876916     0.195399885
    0.235965853     0.194138826
    0.236075173     0.198031906
    0.236195949     0.199749442
    0.236307867     0.200422913
    0.236400672     0.200727935
    0.236503149     0.201708651
    0.236613993     0.200996050
    0.236716439     0.202816876
    0.236814295     0.205681425
    0.236924919     0.208102696
    0.237022081     0.208820189
    0.237143840     0.208858811
    0.237261718     0.208703021
    0.237386551     0.211123026
    0.237503265     0.209907180
    0.237608965     0.209054880
    0.237703758     0.208231273
    0.237821627     0.208395773
    0.237917329     0.205831130
    0.238011580     0.204072902
    0.238104262     0.205041463
    0.238196056     0.203673280
    0.238310447     0.203722951
    0.238389135     0.204537512
    0.238499053     0.203047764
    0.238618733     0.201245896
    0.238702308     0.199758828
    0.238787473     0.199528732
    0.238891145     0.200373427
    0.238969117     0.199389800
    0.239064399     0.200328560
    0.239178202     0.198903126
    0.239305579     0.198817526
    0.239408099     0.199748386
    0.239488993     0.195577164
    0.239590105     0.196051297
    0.239693525     0.195919222
    0.239801300     0.194947020
    0.239905361     0.192940714
    0.240015040     0.190472086
    0.240125792     0.188750596
    0.240238324     0.189724532
    0.240339010     0.189312277
    0.240428116     0.189170409
    0.240553186     0.185839881
    0.240660638     0.187433957
    0.240745280     0.187997675
    0.240855443     0.187339588
    0.240972031     0.187892808
    0.241075354     0.186897991
    0.241164324     0.182684298
    0.241249968     0.182443793
    0.241365189     0.182565565
    0.241455090     0.182144862
    0.241568131     0.181047573
    0.241670068     0.178466764
    0.241792323     0.177519367
    0.241874811     0.176798783
    0.241986900     0.175983586
    0.242111857     0.176722243
    0.242220402     0.176552367
    0.242322244     0.174555934
    0.242397845     0.174787676
    0.242493729     0.173147529
    0.242569911     0.173084048
    0.242671917     0.171622040
    0.242778099     0.172629877
    0.242876207     0.171243800
    0.242978086     0.170184390
    0.243069181     0.172083122
    0.243161655     0.171709426
    0.243262146     0.171070246
    0.243370795     0.172815402
    0.243453901     0.170379825
    0.243552991     0.172118278
    0.243674055     0.173433604
    0.243760089     0.174123938
    0.243834198     0.174843150
    0.243920030     0.172032770
    0.244017039     0.172836674
    0.244112892     0.172457820
    0.244221350     0.171524802
    0.244325692     0.171914434
    0.244456635     0.170308708
    0.244570133     0.173618912
    0.244651445     0.172822566
    0.244767653     0.171733325
    0.244872772     0.172853340
    0.244954241     0.171949138
    0.245064439     0.173546460
    0.245157531     0.174706031
    0.245279345     0.175602647
    0.245377601     0.175183824
    0.245487216     0.173151875
    0.245571334     0.175599754
    0.245626814     0.172915410
    0.245719599     0.173483420
    0.245842501     0.174944258
    0.245941902     0.173500554
    0.246024163     0.174849518
    0.246103212     0.173368031
    0.246188168     0.174236779
    0.246276562     0.173216028
    0.246373995     0.172432404
    0.246451134     0.171959568
    0.246547399     0.170801567
    0.246645256     0.170582050
    0.246751536     0.170718580
    0.246840986     0.172157918
    0.246921751     0.171654997
    0.247014483     0.169749311
    0.247125469     0.168442419
    0.247215830     0.168848663
    0.247305038     0.169118190
    0.247400536     0.168206917
    0.247497054     0.170202933
    0.247579671     0.170766244
    0.247681151     0.171044067
    0.247773194     0.169476972
    0.247883393     0.169908111
    0.247972900     0.169828202
    0.248058522     0.169235808
    0.248165457     0.170381178
    0.248296071     0.170937315
    0.248414031     0.171356841
    0.248524492     0.170498882
    0.248624488     0.168702699
    0.248710006     0.167851364
    0.248804240     0.168314034
    0.248901355     0.167141273
    0.248997797     0.167509929
    0.249067320     0.167417732
    0.249157313     0.167046205
    0.249255192     0.162261226
    0.249363317     0.161890936
    0.249446285     0.163600118
    0.249542071     0.162376319
    0.249622626     0.159934153
    0.249728159     0.161586162
    0.249823831     0.160040163
    0.249922990     0.160139638
    0.250013043     0.160197547
    0.250115119     0.159834544
    0.250219828     0.158222719
    0.250315865     0.154662566
    0.250416740     0.153467467
    0.250541516     0.151822940
    0.250644582     0.150090966
    0.250721954     0.152480060
    0.250807849     0.151229125
    0.250896337     0.150502475
    0.250972983     0.150403820
    0.251046271     0.147224289
    0.251141338     0.144443113
    0.251223828     0.144787426
    0.251331372     0.144587895
    0.251431531     0.146000608
    0.251537217     0.144905093
    0.251650232     0.144314917
    0.251748842     0.144242862
    0.251838666     0.142293332
    0.251946200     0.143012064
    0.252027114     0.142525980
    0.252098042     0.139926850
    0.252159925     0.138440059
    0.252232536     0.138374527
    0.252328840     0.138002134
    0.252433181     0.136395857
    0.252556864     0.135551660
    0.252648092     0.135987938
    0.252724751     0.135050626
    0.252855901     0.132810681
    0.252929523     0.132958728
    0.253025469     0.129877209
    0.253107874     0.130935710
    0.253208625     0.130277842
    0.253289149     0.131257553
    0.253366461     0.131365649
    0.253449321     0.130035757
    0.253539935     0.133000443
    0.253612741     0.132191191
    0.253698976     0.130469092
    0.253757454     0.131650925
    0.253836658     0.130842006
    0.253925261     0.131798380
    0.254040800     0.128438880
    0.254160368     0.127826990
    0.254264547     0.126429482
    0.254376621     0.126020621
    0.254438845     0.125555313
    0.254522985     0.125121304
    0.254600862     0.122563852
    0.254696117     0.121693763
    0.254785275     0.120256148
    0.254866531     0.120767572
    0.254961131     0.119754392
    0.255056284     0.120025141
    0.255151489     0.120594709
    0.255248589     0.120462549
    0.255345125     0.121096097
    0.255449969     0.120177613
    0.255532733     0.123051427
    0.255599180     0.126302685
    0.255678473     0.126336973
    0.255782440     0.129319655
    0.255878258     0.131803650
    0.255975185     0.131459532
    0.256070041     0.132405284
    0.256160520     0.132123342
    0.256250424     0.130485393
    0.256328005     0.131052848
    0.256394741     0.130190161
    0.256453904     0.131019488
    0.256537002     0.130475546
    0.256639154     0.130299593
    0.256751781     0.129646444
    0.256862108     0.126186717
    0.256949388     0.124590321
    0.257037289     0.123450211
    0.257132273     0.125072096
    0.257233930     0.125167154
    0.257337545     0.127147181
    0.257434987     0.126565066
    0.257530804     0.127446246
    0.257627326     0.125194089
    0.257703550     0.122119044
    0.257782169     0.120467141
    0.257847416     0.121425470
    0.257934253     0.122663955
    0.258029401     0.123683291
    0.258133528     0.124236747
    0.258208337     0.122598973
    0.258295902     0.123956448
    0.258400357     0.123286145
    0.258461886     0.125909323
    0.258552799     0.123976484
    0.258643294     0.123488874
    0.258727343     0.122512816
    0.258803445     0.123206366
    0.258887276     0.121922383
    0.258975332     0.123862355
    0.259049408     0.121990455
    0.259136440     0.120904143
    0.259245368     0.119269021
    0.259363275     0.121892493
    0.259440696     0.123372101
    0.259510472     0.125053726
    0.259602633     0.126193721
    0.259671690     0.127496107
    0.259761921     0.125107844
    0.259860493     0.127089408
    0.259924579     0.124818751
    0.259995080     0.124173047
    0.260113128     0.124128998
    0.260217547     0.126650078
    0.260303860     0.126839742
    0.260376037     0.126468609
    0.260470772     0.124784140
    0.260564311     0.125679001
    0.260657954     0.125285588
    0.260746084     0.123913834
    0.260858322     0.124509613
    0.260962102     0.122060514
    0.261051026     0.120359985
    0.261144362     0.120567223
    0.261232989     0.123179409
    0.261306256     0.123091603
    0.261392987     0.123509106
    0.261470276     0.123643041
    0.261561422     0.124205743
    0.261651470     0.125849721
    0.261727965     0.125697719
    0.261811826     0.127213301
    0.261878719     0.126413008
    0.261951415     0.128286395
    0.262026526     0.128295841
    0.262099043     0.129603538
    0.262194370     0.128070979
    0.262304437     0.129402440
    0.262375364     0.127545981
    0.262462841     0.128852872
    0.262533808     0.127629867
    0.262611780     0.127770048
    0.262678174     0.127670905
    0.262760160     0.127904738
    0.262843692     0.125065241
    0.262935170     0.124504347
    0.263027978     0.123113226
    0.263109459     0.123685913
    0.263188617     0.124620236
    0.263275916     0.126675111
    0.263350268     0.128024472
    0.263427617     0.127949987
    0.263517354     0.128192272
    0.263609903     0.128376658
    0.263688324     0.128234309
    0.263774658     0.129043039
    0.263869921     0.131165447
    0.263955363     0.129295021
    0.264043256     0.128469357
    0.264107650     0.128295422
    0.264203189     0.128502273
    0.264281602     0.127426962
    0.264345118     0.125720851
    0.264431516     0.124351598
    0.264525070     0.120210501
    0.264607486     0.119002662
    0.264708586     0.118178947
    0.264793999     0.114516374
    0.264896436     0.114438693
    0.264986446     0.114236775
    0.265079049     0.114485543
    0.265163492     0.114126358
    0.265248557     0.114381428
    0.265340700     0.112725565
    0.265435065     0.112909137
    0.265519147     0.110327471
    0.265597201     0.113087717
    0.265673026     0.113024212
    0.265761213     0.110417942
    0.265843808     0.108206719
    0.265936085     0.106381960
    0.266008705     0.105029112
    0.266073286     0.102888991
    0.266148917     0.102860659
    0.266235735     0.103494276
    0.266315863     0.103226009
    0.266391395     0.104006554
    0.266466044     0.103407989
    0.266525577     0.104447683
